muTilde,mqt3,mut3,mdt3,cG,cW,cH,cHD,cHBox,cHB,cHW,cHWB,cHG,cuH_33,cdH_33,cHu_33,cHd_33,cHud_33,cHq1_33,cHq3_33,cuG_33,cdG_33,cuW_33,cdW_33,cuB_33,cdB_33,cuu_3333,cdd_3333,cqq1_3333,cqq3_3333,cqu1_3333,cqu8_3333,cqd1_3333,cqd8_3333,cud1_3333,cud8_3333,cquqd1_3333,cquqd8_3333
1.18,6.30,7.55,5.08,2.49642e-06,-6.25859e-06,-5.76821e-05,-3.53155e-05,-6.26869e-05,1.43976e-06,3.39396e-06,-9.57422e-07,1.12426e-05,-2.82948e-05,-4.28430e-07,-3.13121e-06,1.75960e-06,1.99685e-07,5.01397e-06,-2.57184e-05,-1.39547e-05,-7.21092e-08,1.95538e-06,4.18425e-08,5.56922e-07,-3.65125e-08,-1.30017e-05,-3.15490e-06,-5.15582e-06,-9.16326e-06,1.69694e-05,7.08337e-06,2.10432e-06,-9.71029e-06,-2.52406e-06,-1.30703e-06,3.31330e-09,2.04475e-10
0.78,1.30,7.30,2.01,3.38682e-05,-7.18803e-06,-6.55206e-04,-7.09469e-04,-2.70058e-04,4.46399e-06,7.95117e-05,-2.25062e-05,1.62725e-04,3.70576e-05,3.27307e-06,3.77526e-05,3.34129e-06,2.76968e-07,1.39272e-04,-1.99178e-04,-1.82034e-04,-2.09806e-07,3.30760e-06,1.03190e-07,2.49709e-05,-7.60927e-08,-1.72093e-04,-3.52877e-05,-1.45405e-05,-5.18655e-05,6.30480e-05,1.43860e-04,2.95120e-06,-2.06462e-04,-3.19737e-05,9.65342e-05,2.45422e-08,1.34616e-09
1.19,5.73,3.45,6.08,4.03138e-06,-6.06378e-06,-1.57504e-04,-4.16163e-05,-1.25197e-04,6.36977e-06,4.11005e-06,-1.15892e-06,2.88422e-05,-6.33312e-05,-1.33270e-06,-2.13842e-05,1.76810e-06,8.33701e-07,3.35112e-06,-1.47990e-05,-2.76023e-05,-2.90116e-07,6.63194e-06,1.43294e-07,-4.41741e-06,-1.41094e-07,-1.65224e-05,-4.81216e-06,-1.63228e-05,-4.22030e-06,3.32266e-05,2.22036e-05,4.13645e-06,1.93512e-06,-3.11231e-06,-8.29514e-06,1.62375e-08,2.90265e-10
1.12,1.52,5.42,6.84,2.15367e-05,-1.32665e-06,-5.04227e-04,-5.14542e-04,-1.93638e-04,4.68168e-06,5.82876e-05,-1.64527e-05,1.23239e-04,2.88705e-05,1.95125e-06,1.59457e-05,1.53073e-06,4.01363e-07,8.88650e-05,-1.14589e-04,-1.21423e-04,-2.99930e-07,3.46990e-06,1.70617e-07,1.19449e-05,-1.25121e-07,-1.02177e-04,-2.21021e-05,-1.38070e-05,-2.63480e-05,6.86116e-05,1.19784e-04,2.46287e-06,-1.24366e-04,-1.75396e-05,8.07209e-05,4.50934e-08,1.19610e-09
0.81,8.55,7.24,4.80,2.10216e-06,-1.38153e-05,-5.54055e-05,-2.81764e-05,-1.05171e-04,1.49814e-06,1.84673e-06,-5.20771e-07,8.60771e-06,-5.66768e-05,-9.18377e-07,-9.24260e-06,3.90209e-06,2.16553e-07,-4.82358e-07,-4.75467e-05,-9.95941e-06,-7.04549e-08,2.24981e-06,3.96646e-08,-5.46268e-07,-3.55626e-08,-1.05599e-05,-3.50046e-06,-6.03984e-06,-2.05587e-05,1.08273e-05,2.56883e-06,3.40625e-06,-6.68701e-06,1.20527e-06,-5.53416e-06,9.15593e-10,1.14582e-10
1.37,2.02,6.49,7.25,1.24765e-05,-1.54137e-06,-2.92951e-04,-2.92501e-04,-1.18578e-04,2.98520e-06,3.30422e-05,-9.32933e-06,7.09935e-05,1.06158e-05,9.78493e-07,9.09233e-06,1.05224e-06,2.79557e-07,5.26348e-05,-6.92085e-05,-7.31963e-05,-1.94118e-07,2.42770e-06,1.11817e-07,7.25838e-06,-8.30163e-08,-6.29038e-05,-1.28475e-05,-8.88201e-06,-1.56505e-05,4.51561e-05,7.10300e-05,1.71772e-06,-7.06192e-05,-1.12409e-05,4.68355e-05,2.94977e-08,8.93856e-10
0.52,8.52,1.06,1.56,3.12415e-05,-3.37856e-05,-1.31906e-03,-4.79582e-05,-1.03789e-03,6.62941e-05,1.85782e-06,-5.23776e-07,2.25375e-04,-5.84186e-04,-1.25175e-05,-2.54600e-04,1.04887e-05,7.54028e-06,-3.87462e-05,1.56037e-05,-1.52819e-04,-2.32655e-06,5.61494e-05,9.04917e-07,-6.22937e-05,-1.02082e-06,-4.99831e-05,-3.77187e-05,-1.35148e-04,-8.90998e-06,-4.22781e-06,8.97510e-05,2.88035e-05,8.04195e-05,8.96473e-06,-1.97786e-04,3.56899e-09,6.92962e-10
1.12,2.67,2.49,6.72,1.08706e-05,-5.38710e-06,-3.81626e-04,-1.71365e-04,-2.32221e-04,1.26343e-05,1.88927e-05,-5.32554e-06,7.68609e-05,-8.88100e-05,-2.22615e-06,-2.97200e-05,1.84864e-06,1.60882e-06,3.04072e-05,-3.95942e-05,-7.54608e-05,-7.02934e-07,1.07843e-05,3.49533e-07,-3.66747e-06,-3.17015e-07,-5.37706e-05,-1.17585e-05,-2.76994e-05,-7.58374e-06,9.41572e-05,7.08970e-05,4.90472e-06,-1.75245e-05,-1.07949e-05,8.50220e-06,1.24208e-07,6.62877e-10
1.35,7.65,1.54,2.35,1.48433e-05,-4.85399e-06,-6.17453e-04,-2.56835e-05,-4.24168e-04,3.10860e-05,2.30514e-06,-6.49480e-07,1.08238e-04,-2.06455e-04,-4.65704e-06,-8.13748e-05,1.77480e-06,2.69561e-06,-2.04534e-06,9.00957e-06,-5.74007e-05,-8.79473e-07,1.55784e-05,2.95296e-07,-1.81137e-05,-3.55734e-07,-2.39659e-05,-1.67900e-05,-3.79792e-05,-1.84287e-06,3.01936e-05,3.03094e-05,4.79812e-06,1.89253e-05,-1.11823e-06,-8.76418e-05,2.26386e-08,7.33196e-10
0.83,2.40,4.35,2.47,1.31988e-05,-1.08429e-05,-2.68604e-04,-2.15777e-04,-1.75862e-04,4.85809e-06,2.33880e-05,-6.60542e-06,6.01027e-05,-4.59180e-05,-3.43250e-07,2.08472e-06,3.25300e-06,6.27422e-07,4.37350e-05,-8.29899e-05,-7.47083e-05,-2.81329e-07,5.83588e-06,1.67131e-07,6.98520e-06,-1.34125e-07,-7.15334e-05,-1.45477e-05,-1.60284e-05,-2.28306e-05,7.25615e-05,4.65875e-05,4.76746e-06,-6.49391e-05,-1.56422e-05,1.41659e-05,3.08323e-08,7.00695e-10
1.41,4.28,3.34,8.97,4.93913e-06,-3.86755e-06,-1.87828e-04,-6.83225e-05,-1.25459e-04,6.86437e-06,7.35815e-06,-2.07419e-06,3.63983e-05,-5.50466e-05,-1.27629e-06,-1.84999e-05,1.20526e-06,8.76433e-07,1.09842e-05,-1.72209e-05,-3.54872e-05,-3.46994e-07,6.21841e-06,1.71669e-07,-3.05617e-06,-1.62190e-07,-2.38573e-05,-5.49631e-06,-1.56575e-05,-3.51407e-06,4.53628e-05,3.25966e-05,3.16494e-06,-2.72645e-06,-5.01289e-06,-6.09978e-07,4.33384e-08,3.82289e-10
1.40,8.30,5.96,3.56,3.18677e-06,-4.47777e-06,-5.97748e-05,-2.12033e-05,-5.81574e-05,2.19237e-06,1.95785e-06,-5.52141e-07,1.12974e-05,-2.90756e-05,-5.50220e-07,-8.12134e-06,1.28579e-06,3.10502e-07,1.46323e-06,-1.31117e-05,-1.18109e-05,-1.05094e-07,2.78250e-06,5.55661e-08,-1.21780e-06,-5.01926e-08,-9.67025e-06,-3.82865e-06,-6.92651e-06,-5.38034e-06,1.43983e-05,-9.10609e-07,2.17070e-06,-1.06102e-05,-1.30379e-06,-1.22579e-05,4.13773e-09,2.47234e-10
1.17,5.48,1.57,1.86,1.78576e-05,-6.30518e-06,-6.18951e-04,-4.62326e-05,-4.27665e-04,3.03463e-05,4.49079e-06,-1.26532e-06,1.10370e-04,-2.12681e-04,-4.96803e-06,-8.60158e-05,2.19360e-06,2.97642e-06,7.41787e-07,4.32338e-06,-6.80524e-05,-1.00281e-06,1.80029e-05,3.68930e-07,-1.88135e-05,-4.16764e-07,-3.32112e-05,-2.01391e-05,-4.38253e-05,-4.83416e-06,5.10844e-05,2.44365e-05,6.16660e-06,2.43159e-06,-2.97133e-06,-9.78565e-05,4.62160e-08,8.87704e-10
0.88,4.46,5.26,8.22,3.55117e-06,-1.11185e-05,-1.15516e-04,-6.94078e-05,-1.17985e-04,2.92592e-06,6.79328e-06,-1.91581e-06,2.23188e-05,-5.28390e-05,-8.02019e-07,-5.73769e-06,3.11976e-06,3.94937e-07,1.01038e-05,-4.66759e-05,-2.76423e-05,-1.44915e-07,3.78048e-06,8.44585e-08,8.23056e-07,-7.70873e-08,-2.40502e-05,-4.59505e-06,-1.00940e-05,-1.52818e-05,3.42871e-05,2.35239e-05,4.06485e-06,-1.00633e-05,-5.19990e-06,6.86769e-06,7.25917e-09,2.27209e-10
0.78,8.83,7.35,6.92,1.52314e-06,-1.50591e-05,-5.49402e-05,-2.82124e-05,-1.11741e-04,1.43920e-06,1.73152e-06,-4.88274e-07,8.07943e-06,-6.09073e-05,-9.82007e-07,-9.71679e-06,4.25205e-06,2.04922e-07,-1.00825e-06,-5.21294e-05,-9.38807e-06,-6.64570e-08,2.14575e-06,3.75298e-08,-6.17986e-07,-3.49663e-08,-1.00073e-05,-2.98553e-06,-5.86273e-06,-2.25543e-05,9.82541e-06,5.42809e-06,3.56727e-06,-3.25858e-06,1.77764e-06,-2.22923e-06,7.44733e-10,8.85833e-11
0.55,5.38,2.50,7.49,5.78813e-06,-3.03445e-05,-2.94360e-04,-6.75095e-05,-3.42347e-04,1.19954e-05,4.66639e-06,-1.31568e-06,4.84693e-05,-1.91018e-04,-3.60597e-06,-5.61274e-05,8.65437e-06,1.65122e-06,-9.58596e-06,-7.31653e-05,-4.63371e-05,-5.26559e-07,1.52950e-05,2.69413e-07,-1.21682e-05,-2.70805e-07,-2.60433e-05,-8.96840e-06,-3.81502e-05,-2.77862e-05,3.93545e-05,4.04810e-05,1.40455e-05,1.70962e-05,1.78416e-06,-1.71403e-05,6.86935e-09,1.54630e-10
1.20,7.21,4.04,2.90,5.12688e-06,-6.10089e-06,-1.13224e-04,-2.83400e-05,-1.00211e-04,4.67102e-06,2.59749e-06,-7.32420e-07,2.09068e-05,-5.20135e-05,-1.06193e-06,-1.78075e-05,1.77644e-06,6.37901e-07,7.81645e-07,-1.36759e-05,-1.99214e-05,-2.13056e-07,5.38427e-06,1.05968e-07,-3.49477e-06,-1.00621e-07,-1.38887e-05,-6.09088e-06,-1.31812e-05,-6.05972e-06,2.21413e-05,7.60304e-07,3.62392e-06,-1.21096e-05,-1.67254e-06,-2.21921e-05,7.81864e-09,3.42658e-10
1.34,9.25,4.71,4.22,2.91921e-06,-4.97445e-06,-8.12320e-05,-1.83014e-05,-7.57462e-05,3.40973e-06,1.57693e-06,-4.44640e-07,1.45114e-05,-4.05117e-05,-8.15331e-07,-1.36697e-05,1.43784e-06,4.63897e-07,-4.65893e-07,-1.05199e-05,-1.36480e-05,-1.52134e-07,3.99420e-06,7.54893e-08,-2.87537e-06,-7.33334e-08,-8.52120e-06,-3.60196e-06,-9.75117e-06,-4.29649e-06,1.40579e-05,4.35147e-06,2.85143e-06,-3.49578e-06,-7.72883e-07,-1.21782e-05,4.09108e-09,2.36681e-10
0.98,7.57,5.52,8.76,1.89269e-06,-9.33171e-06,-7.44189e-05,-2.88414e-05,-9.24931e-05,2.51651e-06,2.35773e-06,-6.64847e-07,1.27636e-05,-4.86910e-05,-8.50192e-07,-1.04469e-05,2.63338e-06,3.51126e-07,4.52741e-07,-2.90632e-05,-1.39798e-05,-1.16205e-07,3.37353e-06,6.37361e-08,-1.59311e-06,-6.10981e-08,-1.04128e-05,-2.82514e-06,-8.62964e-06,-1.08555e-05,1.67981e-05,1.09549e-05,3.55787e-06,-8.22171e-07,-7.85320e-07,-1.87801e-06,2.76644e-09,1.29129e-10
1.12,1.51,7.09,9.03,2.12076e-05,-1.25026e-06,-4.89246e-04,-5.19770e-04,-1.81874e-04,3.65957e-06,5.89268e-05,-1.66266e-05,1.20989e-04,3.74610e-05,2.39601e-06,2.06074e-05,1.51064e-06,2.33458e-07,9.05138e-05,-1.18975e-04,-1.19380e-04,-1.98241e-07,2.18271e-06,1.08587e-07,1.32743e-05,-8.13288e-08,-1.02038e-04,-2.17164e-05,-1.09421e-05,-2.81916e-05,5.21376e-05,1.19387e-04,1.96547e-06,-1.26983e-04,-1.75861e-05,8.48824e-05,2.07527e-08,1.14828e-09
0.90,8.24,5.83,2.62,4.79859e-06,-1.10813e-05,-6.83777e-05,-2.71782e-05,-9.88690e-05,2.31811e-06,1.98874e-06,-5.60785e-07,1.21363e-05,-5.23267e-05,-9.10915e-07,-1.18487e-05,3.15802e-06,3.45719e-07,-4.51694e-07,-3.42822e-05,-1.28611e-05,-1.11830e-07,3.39008e-06,6.04324e-08,-1.31962e-06,-5.13332e-08,-1.31630e-05,-6.21330e-06,-8.70966e-06,-1.56069e-05,1.40179e-05,-1.02140e-05,3.60138e-06,-2.01546e-05,2.23405e-07,-2.26996e-05,1.87816e-09,2.01431e-10
1.10,7.72,6.81,2.60,4.74037e-06,-7.36922e-06,-5.56953e-05,-2.63809e-05,-7.01732e-05,1.75340e-06,2.26159e-06,-6.37788e-07,1.07696e-05,-3.48138e-05,-5.94292e-07,-7.21058e-06,2.10149e-06,2.62668e-07,1.83510e-06,-2.47861e-05,-1.19861e-05,-8.76773e-08,2.53115e-06,4.79025e-08,-3.62902e-07,-3.90573e-08,-1.28545e-05,-5.78872e-06,-6.59578e-06,-1.13087e-05,1.43537e-05,-1.11984e-05,2.48672e-06,-2.24470e-05,-1.08930e-06,-2.11177e-05,2.51267e-09,2.21956e-10
1.21,7.34,1.61,3.75,1.15482e-05,-6.04742e-06,-5.71784e-04,-2.82930e-05,-4.00037e-04,2.85163e-05,2.50442e-06,-7.05809e-07,9.95141e-05,-2.03522e-04,-4.56622e-06,-8.18707e-05,2.05281e-06,2.70348e-06,-3.30692e-06,7.92577e-06,-5.83910e-05,-8.78414e-07,1.66242e-05,3.11724e-07,-1.88935e-05,-3.68832e-07,-2.10649e-05,-1.32455e-05,-4.05901e-05,-5.08391e-09,3.16850e-05,4.80580e-05,5.98778e-06,3.56357e-05,-1.21648e-06,-6.49871e-05,2.04566e-08,4.73161e-10
1.46,6.00,3.88,8.53,3.18081e-06,-3.91595e-06,-1.27525e-04,-3.64991e-05,-9.50713e-05,5.05302e-06,3.74436e-06,-1.05570e-06,2.37321e-05,-4.64078e-05,-1.00714e-06,-1.57892e-05,1.15825e-06,6.52276e-07,4.18415e-06,-1.09500e-05,-2.27307e-05,-2.35247e-07,4.97203e-06,1.15660e-07,-3.12945e-06,-1.13168e-07,-1.39773e-05,-3.69928e-06,-1.23113e-05,-2.71138e-06,2.82814e-05,1.97263e-05,2.87597e-06,1.38645e-06,-2.85652e-06,-4.41524e-06,1.76258e-08,2.65687e-10
0.87,8.13,4.73,3.25,3.97174e-06,-1.20172e-05,-9.14255e-05,-2.84675e-05,-1.18733e-04,3.41892e-06,2.04341e-06,-5.76191e-07,1.56113e-05,-6.44165e-05,-1.16811e-06,-1.67127e-05,3.42495e-06,4.91139e-07,-1.87732e-06,-3.34568e-05,-1.58256e-05,-1.57837e-07,4.71400e-06,8.37410e-08,-2.82410e-06,-7.73287e-08,-1.26382e-05,-5.38842e-06,-1.18106e-05,-1.41787e-05,1.59652e-05,3.32010e-07,4.62960e-06,-9.89023e-06,4.08647e-07,-1.69936e-05,2.44059e-09,2.05533e-10
0.60,2.31,4.11,3.75,1.18301e-05,-2.30240e-05,-3.04484e-04,-2.42603e-04,-2.59431e-04,5.33494e-06,2.52957e-05,-7.13666e-06,6.47584e-05,-9.05618e-05,-9.13460e-07,4.75986e-06,6.51443e-06,6.70027e-07,4.71741e-05,-1.31218e-04,-8.50264e-05,-2.79680e-07,6.58561e-06,1.68201e-07,9.09708e-06,-1.44613e-07,-8.19197e-05,-1.39590e-05,-1.88183e-05,-4.00670e-05,8.55879e-05,6.94257e-05,7.50690e-06,-5.40799e-05,-1.94920e-05,3.35491e-05,1.85566e-08,5.14075e-10
0.82,9.11,5.93,3.11,3.64771e-06,-1.34162e-05,-6.65152e-05,-2.59624e-05,-1.10911e-04,2.20956e-06,1.62664e-06,-4.58674e-07,1.08809e-05,-6.04355e-05,-1.03731e-06,-1.31235e-05,3.81623e-06,3.27483e-07,-1.87239e-06,-4.17519e-05,-1.14377e-05,-1.04577e-07,3.29233e-06,5.68869e-08,-1.56967e-06,-4.96961e-08,-1.16655e-05,-5.18401e-06,-8.48959e-06,-1.86398e-05,1.11651e-05,-5.08946e-06,3.96452e-06,-1.32410e-05,1.47842e-06,-1.67260e-05,1.17282e-09,1.58517e-10
1.49,3.72,2.00,8.19,9.58726e-06,-3.16738e-06,-4.32722e-04,-8.89522e-05,-2.76522e-04,1.87983e-05,9.72046e-06,-2.73644e-06,8.03174e-05,-1.23356e-04,-3.42536e-06,-4.64049e-05,1.20945e-06,1.97615e-06,1.42667e-05,-1.23622e-05,-5.82561e-05,-8.00536e-07,1.08584e-05,3.25170e-07,-9.03349e-06,-3.34316e-07,-3.28856e-05,-1.05207e-05,-2.73948e-05,-2.12694e-06,6.80727e-05,5.60067e-05,3.23236e-06,1.02615e-05,-5.60327e-06,-2.17398e-05,1.36373e-07,5.37082e-10
0.75,1.15,6.90,2.52,3.96625e-05,-5.82689e-06,-8.33194e-04,-9.06854e-04,-3.23743e-04,5.42226e-06,1.02101e-04,-2.88772e-05,2.07220e-04,6.02870e-05,4.42692e-06,4.56432e-05,3.46191e-06,2.81757e-07,1.70621e-04,-2.36097e-04,-2.20982e-04,-2.43876e-07,3.30552e-06,1.19049e-07,2.88514e-05,-9.13313e-08,-2.01195e-04,-4.09475e-05,-1.68283e-05,-5.92024e-05,7.29057e-05,1.98537e-04,3.18359e-06,-2.42394e-04,-3.63987e-05,1.40763e-04,2.20606e-08,1.52662e-09
1.19,5.14,7.23,2.47,6.05473e-06,-5.99970e-06,-7.30415e-05,-5.02937e-05,-6.72433e-05,1.68566e-06,5.10582e-06,-1.44079e-06,1.58609e-05,-2.60237e-05,-3.64920e-07,-2.57072e-06,1.72179e-06,2.43766e-07,8.88908e-06,-2.86826e-05,-1.95753e-05,-9.13499e-08,2.33218e-06,5.21803e-08,1.50584e-06,-4.03893e-08,-2.11475e-05,-6.97984e-06,-6.29188e-06,-1.12776e-05,2.16618e-05,-6.54806e-06,2.09687e-06,-3.15245e-05,-3.96039e-06,-1.72957e-05,6.11343e-09,3.29071e-10
0.78,2.02,6.07,8.93,1.23643e-05,-1.19175e-05,-3.07686e-04,-3.00153e-04,-1.83687e-04,3.23342e-06,3.29481e-05,-9.29288e-06,7.16155e-05,-2.87074e-05,5.28872e-07,1.86950e-05,3.61850e-06,3.08283e-07,6.41258e-05,-1.18354e-04,-9.20305e-05,-1.71817e-07,3.04352e-06,1.01122e-07,1.28899e-05,-8.48527e-08,-8.99135e-05,-1.33591e-05,-1.09382e-05,-3.11265e-05,6.09081e-05,8.76148e-05,3.82765e-06,-6.82832e-05,-2.06021e-05,5.96081e-05,1.25726e-08,6.10121e-10
0.89,6.11,4.15,8.68,2.92740e-06,-1.13642e-05,-1.22150e-04,-4.17392e-05,-1.31422e-04,4.42633e-06,3.61818e-06,-1.02021e-06,2.14218e-05,-6.87651e-05,-1.25741e-06,-1.70955e-05,3.21671e-06,6.10285e-07,1.07349e-06,-3.31244e-05,-2.26716e-05,-2.03516e-07,5.61949e-06,1.09071e-07,-3.09595e-06,-1.05820e-07,-1.53029e-05,-4.09065e-06,-1.41756e-05,-1.15249e-05,2.73631e-05,1.90876e-05,5.14478e-06,1.04953e-06,-1.86963e-06,-3.06105e-06,5.95581e-09,1.64384e-10
0.53,1.40,3.85,5.62,2.63071e-05,-2.61832e-05,-6.61336e-04,-6.30742e-04,-4.02013e-04,7.54979e-06,6.91189e-05,-1.94953e-05,1.52804e-04,-7.00769e-05,8.57846e-07,3.64068e-05,7.90788e-06,7.63937e-07,1.33962e-04,-2.49572e-04,-1.96157e-04,-4.09081e-07,7.45323e-06,2.43773e-07,2.64060e-05,-2.03632e-07,-1.90558e-04,-2.85218e-05,-2.55053e-05,-6.52846e-05,1.39862e-04,1.85625e-04,8.85061e-06,-1.42065e-04,-4.38132e-05,1.23158e-04,3.23098e-08,8.89599e-10
1.20,7.27,2.67,7.77,4.54708e-06,-6.14305e-06,-2.24407e-04,-2.80832e-05,-1.73186e-04,1.04107e-05,2.54970e-06,-7.18734e-07,3.93007e-05,-9.34671e-05,-2.04687e-06,-3.68249e-05,1.84028e-06,1.25448e-06,-1.52333e-06,-5.23301e-06,-3.12937e-05,-4.13282e-07,9.30387e-06,1.80018e-07,-8.74646e-06,-1.92401e-07,-1.31982e-05,-5.47482e-06,-2.27056e-05,-1.93132e-06,2.65987e-05,2.79618e-05,4.99146e-06,1.52926e-05,-1.55215e-06,-1.85791e-05,1.25704e-08,2.24058e-10
1.01,1.32,2.64,5.29,3.08969e-05,-1.18908e-06,-8.02369e-04,-6.77990e-04,-3.43287e-04,1.34433e-05,7.68240e-05,-2.16775e-05,1.86551e-04,-1.22232e-05,-1.48226e-07,-7.30867e-06,1.99359e-06,1.62021e-06,1.11278e-04,-1.32140e-04,-1.73927e-04,-1.02913e-06,1.08251e-05,5.44951e-07,7.81351e-06,-4.15846e-07,-1.33896e-04,-3.19100e-05,-3.29684e-05,-2.88876e-05,1.54056e-04,1.70319e-04,4.50730e-06,-1.48804e-04,-2.20154e-05,8.76492e-05,2.76260e-07,1.52205e-09
1.28,2.71,4.71,7.84,7.82018e-06,-3.75550e-06,-2.10924e-04,-1.65251e-04,-1.12836e-04,4.00686e-06,1.83899e-05,-5.18842e-06,4.73143e-05,-2.24369e-05,-1.93657e-07,-9.05544e-07,1.31516e-06,5.02983e-07,3.20966e-05,-4.66447e-05,-5.37259e-05,-2.55365e-07,4.03759e-06,1.47132e-07,3.38655e-06,-1.19649e-07,-4.62192e-05,-8.27524e-06,-1.14224e-05,-9.91387e-06,5.33522e-05,5.04487e-05,2.62235e-06,-3.42444e-05,-9.53039e-06,2.53011e-05,4.10502e-08,6.06663e-10
1.18,7.46,5.15,7.33,2.15746e-06,-6.39198e-06,-7.87360e-05,-2.69053e-05,-7.95410e-05,2.87448e-06,2.42194e-06,-6.82978e-07,1.40977e-05,-4.09903e-05,-7.61727e-07,-1.06197e-05,1.81399e-06,3.96046e-07,1.25318e-06,-1.85659e-05,-1.48663e-05,-1.33403e-07,3.58558e-06,7.11480e-08,-1.89868e-06,-6.82559e-08,-1.01782e-05,-2.84537e-06,-8.97221e-06,-6.33302e-06,1.82383e-05,1.10530e-05,3.06495e-06,-9.94830e-07,-1.48875e-06,-3.37106e-06,4.57720e-09,1.73521e-10
0.91,4.20,7.14,6.06,3.75368e-06,-1.03646e-05,-9.80277e-05,-7.63008e-05,-1.00427e-04,1.74624e-06,7.65195e-06,-2.15859e-06,2.00595e-05,-4.00328e-05,-4.73636e-07,6.67736e-07,2.90115e-06,2.22667e-07,1.37617e-05,-5.14985e-05,-2.67388e-05,-8.81251e-08,2.25053e-06,5.26015e-08,2.91543e-06,-4.60064e-08,-2.61922e-05,-4.70916e-06,-6.44389e-06,-1.73982e-05,2.76906e-05,2.08570e-05,2.93421e-06,-1.68382e-05,-5.99688e-06,9.26138e-06,4.40429e-09,2.53345e-10
1.36,8.15,3.49,1.41,1.44194e-05,-4.77812e-06,-1.37318e-04,-2.25071e-05,-1.10687e-04,6.40548e-06,2.02850e-06,-5.71717e-07,2.76304e-05,-5.74037e-05,-1.27459e-06,-2.47916e-05,1.51380e-06,8.40511e-07,-4.01982e-07,-5.99779e-06,-2.20642e-05,-2.76036e-07,6.42970e-06,1.23228e-07,-4.81077e-06,-1.16885e-07,-2.24681e-05,-1.62552e-05,-1.69356e-05,-1.08153e-05,1.96904e-05,-5.48559e-05,3.47603e-06,-6.48676e-05,-1.14363e-06,-8.60721e-05,8.97597e-09,5.50473e-10
0.52,0.95,4.63,8.23,5.36682e-05,-1.92739e-05,-1.26022e-03,-1.34056e-03,-5.57119e-04,9.03114e-06,1.50522e-04,-4.24492e-05,3.07922e-04,3.41988e-05,5.62966e-06,8.06992e-05,7.60787e-06,5.31649e-07,2.70655e-04,-4.05407e-04,-3.56639e-04,-4.28588e-07,5.32342e-06,2.24661e-07,4.92135e-05,-1.87863e-07,-3.34638e-04,-5.55769e-05,-2.83353e-05,-9.92462e-05,1.47765e-04,3.55272e-04,7.28493e-06,-3.21355e-04,-6.73082e-05,2.60816e-04,2.64503e-08,1.50910e-09
0.94,1.49,3.21,1.24,3.86513e-05,-4.23268e-06,-6.15008e-04,-5.42637e-04,-2.74483e-04,9.70531e-06,6.05584e-05,-1.71834e-05,1.46562e-04,-7.82934e-06,4.80072e-07,-2.49188e-06,2.41431e-06,1.23360e-06,9.85737e-05,-1.25044e-04,-1.53179e-04,-6.94115e-07,1.00387e-05,3.84645e-07,1.13379e-05,-2.80732e-07,-1.40259e-04,-4.10163e-05,-2.88537e-05,-3.69789e-05,1.22699e-04,4.96863e-05,4.72121e-06,-2.11580e-04,-2.25031e-05,-1.34964e-05,1.73185e-07,1.66389e-09
1.13,4.62,7.31,4.61,3.73154e-06,-6.61303e-06,-8.25259e-05,-6.13895e-05,-7.36327e-05,1.63901e-06,6.31806e-06,-1.78291e-06,1.73419e-05,-2.75761e-05,-3.33416e-07,-3.57063e-07,1.87117e-06,2.17099e-07,1.14024e-05,-3.45090e-05,-2.23886e-05,-8.62707e-08,2.12684e-06,5.12947e-08,2.04273e-06,-4.32170e-08,-2.16844e-05,-4.41760e-06,-5.81054e-06,-1.10865e-05,2.40725e-05,1.38831e-05,2.23173e-06,-1.70430e-05,-4.92296e-06,3.34486e-06,5.64353e-09,2.90193e-10
1.24,3.86,5.63,1.88,1.05275e-05,-5.07031e-06,-1.20367e-04,-8.43580e-05,-8.36453e-05,2.80537e-06,9.03337e-06,-2.55097e-06,2.73853e-05,-2.56379e-05,-3.58628e-07,-3.91299e-06,1.54565e-06,3.99488e-07,1.63815e-05,-3.23162e-05,-3.23879e-05,-1.62621e-07,3.54579e-06,9.19490e-08,2.17367e-06,-7.10230e-08,-3.44683e-05,-1.16799e-05,-9.64249e-06,-1.25272e-05,3.44582e-05,-1.25152e-05,2.44162e-06,-5.56473e-05,-6.27500e-06,-3.00892e-05,1.88809e-08,5.50518e-10
1.05,5.26,6.65,3.29,4.39106e-06,-7.80954e-06,-7.79707e-05,-4.97478e-05,-8.06032e-05,1.89542e-06,4.87521e-06,-1.37544e-06,1.57689e-05,-3.48408e-05,-5.17117e-07,-3.70073e-06,2.20645e-06,2.67289e-07,7.71561e-06,-3.34823e-05,-1.95842e-05,-9.76014e-08,2.60653e-06,5.64267e-08,1.06828e-06,-4.70824e-08,-1.92659e-05,-5.31436e-06,-6.87102e-06,-1.22686e-05,2.31511e-05,4.16638e-06,2.63840e-06,-1.98774e-05,-3.72615e-06,-7.23120e-06,5.08959e-09,2.77247e-10
