m1,mut3,cG,cuG_33,cqu1_1133,cuu_3333,cqq1_3333,cqd1_3311,cqu8_3311,cqu8_1133,cHBox,cHB,cHG,cuH_33,cHq1_33
1.20,0.60,6.50359e-05,-2.17102e-05,-7.08635e-07,-4.24680e-05,-1.80884e-05,8.14010e-07,-4.29237e-04,-3.56103e-04,-2.57070e-03,2.04503e-04,6.77819e-04,-1.22923e-04,1.65419e-05
1.20,0.70,4.77815e-05,-1.91810e-05,-4.44495e-07,-2.91766e-05,-1.32894e-05,5.98048e-07,-3.15358e-04,-2.55570e-04,-1.88868e-03,1.50247e-04,4.97990e-04,-1.00371e-04,1.47965e-05
1.20,0.80,3.65827e-05,-1.70227e-05,-2.90573e-07,-2.11512e-05,-1.01747e-05,4.57881e-07,-2.41446e-04,-1.91714e-04,-1.44602e-03,1.15033e-04,3.81273e-04,-8.34010e-05,1.32408e-05
1.20,0.90,2.89049e-05,-1.51760e-05,-1.95960e-07,-1.60044e-05,-8.03928e-06,3.61782e-07,-1.90772e-04,-1.48803e-04,-1.14253e-03,9.08904e-05,3.01253e-04,-7.03158e-05,1.18741e-05
1.20,1.00,2.34129e-05,-1.35901e-05,-1.35335e-07,-1.25393e-05,-6.51182e-06,2.93044e-07,-1.54525e-04,-1.18669e-04,-9.25451e-04,7.36212e-05,2.44015e-04,-6.00215e-05,1.06796e-05
1.20,1.10,1.93495e-05,-1.22223e-05,-9.51734e-08,-1.01104e-05,-5.38167e-06,2.42185e-07,-1.27707e-04,-9.67475e-05,-7.64836e-04,6.08440e-05,2.01665e-04,-5.17843e-05,9.63677e-06
1.20,1.20,1.62590e-05,-1.10373e-05,-6.78342e-08,-8.34873e-06,-4.52210e-06,2.03502e-07,-1.07309e-04,-8.03292e-05,-6.42675e-04,5.11259e-05,1.69455e-04,-4.50961e-05,8.72526e-06
1.20,1.30,1.38538e-05,-1.00060e-05,-4.87988e-08,-7.03281e-06,-3.85315e-06,1.73399e-07,-9.14351e-05,-6.77302e-05,-5.47604e-04,4.35629e-05,1.44387e-04,-3.95962e-05,7.92666e-06
1.20,1.40,1.19454e-05,-9.10454e-06,-3.52922e-08,-6.02448e-06,-3.32236e-06,1.49512e-07,-7.88395e-05,-5.78604e-05,-4.72169e-04,3.75619e-05,1.24497e-04,-3.50224e-05,7.22490e-06
1.20,1.50,1.04057e-05,-8.31303e-06,-2.55546e-08,-5.23440e-06,-2.89414e-06,1.30242e-07,-6.86779e-05,-4.99900e-05,-4.11312e-04,3.27205e-05,1.08451e-04,-3.11806e-05,6.60621e-06
1.20,1.60,9.14568e-06,-7.61518e-06,-1.84392e-08,-4.60306e-06,-2.54368e-06,1.14470e-07,-6.03615e-05,-4.36167e-05,-3.61504e-04,2.87583e-05,9.53183e-05,-2.79246e-05,6.05889e-06
1.20,1.70,8.10136e-06,-6.99741e-06,-1.31807e-08,-4.08975e-06,-2.25322e-06,1.01399e-07,-5.34690e-05,-3.83854e-05,-3.20225e-04,2.54745e-05,8.44342e-05,-2.51428e-05,5.57305e-06
1.20,1.80,7.22621e-06,-6.44842e-06,-9.25757e-09,-3.66596e-06,-2.00982e-06,9.04455e-08,-4.76930e-05,-3.40401e-05,-2.85633e-04,2.27226e-05,7.53132e-05,-2.27486e-05,5.14031e-06
1.20,1.90,6.48558e-06,-5.95878e-06,-6.30808e-09,-3.31129e-06,-1.80383e-06,8.11755e-08,-4.28048e-05,-3.03920e-05,-2.56358e-04,2.03937e-05,6.75941e-05,-2.06743e-05,4.75360e-06
1.20,2.00,5.85323e-06,-5.52052e-06,-4.07696e-09,-3.01086e-06,-1.62795e-06,7.32609e-08,-3.86313e-05,-2.73003e-05,-2.31363e-04,1.84053e-05,6.10037e-05,-1.88659e-05,4.40690e-06
1.20,2.10,5.30906e-06,-5.12696e-06,-2.38158e-09,-2.75362e-06,-1.47660e-06,6.64498e-08,-3.50398e-05,-2.46574e-05,-2.09853e-04,1.66942e-05,5.53322e-05,-1.72806e-05,4.09511e-06
1.20,2.20,4.83738e-06,-4.77242e-06,-1.08949e-09,-2.53123e-06,-1.34542e-06,6.05462e-08,-3.19267e-05,-2.23808e-05,-1.91209e-04,1.52110e-05,5.04163e-05,-1.58835e-05,3.81388e-06
1.20,2.30,4.42589e-06,-4.45206e-06,-1.03556e-10,-2.33732e-06,-1.23097e-06,5.53958e-08,-2.92108e-05,-2.04059e-05,-1.74944e-04,1.39171e-05,4.61276e-05,-1.46464e-05,3.55950e-06
1.20,2.40,4.06475e-06,-4.16176e-06,6.48288e-10,-2.16693e-06,-1.13052e-06,5.08756e-08,-2.68273e-05,-1.86817e-05,-1.60669e-04,1.27815e-05,4.23637e-05,-1.35461e-05,3.32876e-06
1.20,2.50,3.74607e-06,-3.89798e-06,1.21998e-09,-2.01618e-06,-1.04189e-06,4.68870e-08,-2.47241e-05,-1.71676e-05,-1.48072e-04,1.17794e-05,3.90424e-05,-1.25633e-05,3.11893e-06
1.20,2.60,3.46345e-06,-3.65768e-06,1.65227e-09,-1.88195e-06,-9.63287e-07,4.33496e-08,-2.28588e-05,-1.58307e-05,-1.36901e-04,1.08907e-05,3.60969e-05,-1.16822e-05,2.92763e-06
1.20,2.70,3.21165e-06,-3.43823e-06,1.97617e-09,-1.76178e-06,-8.93253e-07,4.01980e-08,-2.11969e-05,-1.46444e-05,-1.26948e-04,1.00989e-05,3.34725e-05,-1.08892e-05,2.75280e-06
1.30,0.30,2.60144e-04,-2.82307e-05,-4.70644e-06,-2.30138e-04,-7.23535e-05,3.25604e-06,-1.71695e-03,-1.57332e-03,-1.02828e-02,8.18014e-04,2.71128e-03,-2.42614e-04,1.82138e-05
1.30,0.40,1.46331e-04,-2.49763e-05,-2.29527e-06,-1.17250e-04,-4.06989e-05,1.83152e-06,-9.65783e-04,-8.56981e-04,-5.78407e-03,4.60133e-04,1.52509e-03,-1.83482e-04,1.76879e-05
1.30,0.50,9.36517e-05,-2.21077e-05,-1.27034e-06,-6.85803e-05,-2.60473e-05,1.17217e-06,-6.18101e-04,-5.32667e-04,-3.70181e-03,2.94485e-04,9.76059e-04,-1.43868e-04,1.63298e-05
1.30,0.60,6.50359e-05,-1.96152e-05,-7.62325e-07,-4.39975e-05,-1.80884e-05,8.14010e-07,-4.29237e-04,-3.60374e-04,-2.57070e-03,2.04503e-04,6.77819e-04,-1.15814e-04,1.48278e-05
1.30,0.70,4.77815e-05,-1.74613e-05,-4.83981e-07,-3.02012e-05,-1.32894e-05,5.98048e-07,-3.15358e-04,-2.58711e-04,-1.88868e-03,1.50247e-04,4.97990e-04,-9.51575e-05,1.33894e-05
1.30,0.80,3.65827e-05,-1.56018e-05,-3.20251e-07,-2.18430e-05,-1.01747e-05,4.57881e-07,-2.41446e-04,-1.94075e-04,-1.44602e-03,1.15033e-04,3.81273e-04,-7.94928e-05,1.20783e-05
1.30,0.90,2.89049e-05,-1.39943e-05,-2.18683e-07,-1.64721e-05,-8.03928e-06,3.61782e-07,-1.90772e-04,-1.50610e-04,-1.14253e-03,9.08904e-05,3.01253e-04,-6.73313e-05,1.09072e-05
1.30,1.00,2.34129e-05,-1.26009e-05,-1.53013e-07,-1.28536e-05,-6.51182e-06,2.93044e-07,-1.54525e-04,-1.20076e-04,-9.25451e-04,7.36212e-05,2.44015e-04,-5.77055e-05,9.87026e-06
1.30,1.10,1.93495e-05,-1.13891e-05,-1.09121e-07,-1.03184e-05,-5.38167e-06,2.42185e-07,-1.27707e-04,-9.78569e-05,-7.64836e-04,6.08440e-05,2.01665e-04,-4.99614e-05,8.95510e-06
1.30,1.20,1.62590e-05,-1.03314e-05,-7.89761e-08,-8.48214e-06,-4.52210e-06,2.03502e-07,-1.07309e-04,-8.12155e-05,-6.42675e-04,5.11259e-05,1.69455e-04,-4.36432e-05,8.14770e-06
1.30,1.30,1.38538e-05,-9.40456e-06,-5.77995e-08,-7.11370e-06,-3.85315e-06,1.73399e-07,-9.14351e-05,-6.84462e-05,-5.47604e-04,4.35629e-05,1.44387e-04,-3.84251e-05,7.43454e-06
1.30,1.40,1.19454e-05,-8.58929e-06,-4.26367e-08,-6.06820e-06,-3.32236e-06,1.49512e-07,-7.88395e-05,-5.84446e-05,-4.72169e-04,3.75619e-05,1.24497e-04,-3.40688e-05,6.80333e-06
1.30,1.50,1.04057e-05,-7.86940e-06,-3.16027e-08,-5.25180e-06,-2.89414e-06,1.30242e-07,-6.86779e-05,-5.04712e-05,-4.11312e-04,3.27205e-05,1.08451e-04,-3.03969e-05,6.24324e-06
1.30,1.60,9.14568e-06,-7.23138e-06,-2.34615e-08,-4.60189e-06,-2.54368e-06,1.14470e-07,-6.03615e-05,-4.40162e-05,-3.61504e-04,2.87583e-05,9.53183e-05,-2.72752e-05,5.74488e-06
1.30,1.70,8.10136e-06,-6.66387e-06,-1.73831e-08,-4.07557e-06,-2.25322e-06,1.01399e-07,-5.34690e-05,-3.87197e-05,-3.20225e-04,2.54745e-05,8.44342e-05,-2.46004e-05,5.30016e-06
1.30,1.80,7.22621e-06,-6.15732e-06,-1.27989e-08,-3.64280e-06,-2.00982e-06,9.04455e-08,-4.76930e-05,-3.43218e-05,-2.85633e-04,2.27226e-05,7.53132e-05,-2.22924e-05,4.90214e-06
1.30,1.90,6.48558e-06,-5.70367e-06,-9.31171e-09,-3.28207e-06,-1.80383e-06,8.11755e-08,-4.28048e-05,-3.06310e-05,-2.56358e-04,2.03937e-05,6.75941e-05,-2.02880e-05,4.54488e-06
1.30,2.00,5.85323e-06,-5.29611e-06,-6.63999e-09,-2.97771e-06,-1.62795e-06,7.32609e-08,-3.86313e-05,-2.75041e-05,-2.31363e-04,1.84053e-05,6.10037e-05,-1.85368e-05,4.22329e-06
1.30,2.10,5.30906e-06,-4.92883e-06,-4.58094e-09,-2.71810e-06,-1.47660e-06,6.64498e-08,-3.50398e-05,-2.48324e-05,-2.09853e-04,1.66942e-05,5.53322e-05,-1.69987e-05,3.93300e-06
1.30,2.20,4.83738e-06,-4.59688e-06,-2.98669e-09,-2.49447e-06,-1.34542e-06,6.05462e-08,-3.19267e-05,-2.25318e-05,-1.91209e-04,1.52110e-05,5.04163e-05,-1.56407e-05,3.67026e-06
1.30,2.30,4.42589e-06,-4.29603e-06,-1.74813e-09,-2.30013e-06,-1.23097e-06,5.53958e-08,-2.92108e-05,-2.05368e-05,-1.74944e-04,1.39171e-05,4.61276e-05,-1.44363e-05,3.43184e-06
1.30,2.40,4.06475e-06,-4.02264e-06,-7.83853e-10,-2.12990e-06,-1.13052e-06,5.08756e-08,-2.68273e-05,-1.87957e-05,-1.60669e-04,1.27815e-05,4.23637e-05,-1.33634e-05,3.21494e-06
1.30,2.50,3.74607e-06,-3.77357e-06,-3.25444e-11,-1.97973e-06,-1.04189e-06,4.68870e-08,-2.47241e-05,-1.72672e-05,-1.48072e-04,1.17794e-05,3.90424e-05,-1.24038e-05,3.01714e-06
1.30,2.60,3.46345e-06,-3.54611e-06,5.52387e-10,-1.84638e-06,-9.63287e-07,4.33496e-08,-2.28588e-05,-1.59182e-05,-1.36901e-04,1.08907e-05,3.60969e-05,-1.15422e-05,2.83634e-06
1.30,2.70,3.21165e-06,-3.33791e-06,1.00664e-09,-1.72727e-06,-8.93253e-07,4.01980e-08,-2.11969e-05,-1.47215e-05,-1.26948e-04,1.00989e-05,3.34725e-05,-1.07660e-05,2.67072e-06
1.40,0.30,2.60144e-04,-2.49826e-05,-4.84940e-06,-2.35268e-04,-7.23535e-05,3.25604e-06,-1.71695e-03,-1.58469e-03,-1.02828e-02,8.18014e-04,2.71128e-03,-2.23489e-04,1.55563e-05
1.40,0.40,1.46331e-04,-2.23043e-05,-2.39171e-06,-1.20519e-04,-4.06989e-05,1.83152e-06,-9.65783e-04,-8.64653e-04,-5.78407e-03,4.60133e-04,1.52509e-03,-1.70620e-04,1.55017e-05
1.40,0.50,9.36517e-05,-1.99071e-05,-1.33819e-06,-7.07374e-05,-2.60473e-05,1.17217e-06,-6.18101e-04,-5.38064e-04,-3.70181e-03,2.94485e-04,9.76059e-04,-1.34845e-04,1.45294e-05
1.40,0.60,6.50359e-05,-1.77963e-05,-8.11577e-07,-4.54546e-05,-1.80884e-05,8.14010e-07,-4.29237e-04,-3.64291e-04,-2.57070e-03,2.04503e-04,6.77819e-04,-1.09283e-04,1.33396e-05
1.40,0.70,4.77815e-05,-1.59504e-05,-5.20630e-07,-3.12009e-05,-1.32894e-05,5.98048e-07,-3.15358e-04,-2.61626e-04,-1.88868e-03,1.50247e-04,4.97990e-04,-9.03111e-05,1.21532e-05
1.40,0.80,3.65827e-05,-1.43399e-05,-3.48086e-07,-2.25357e-05,-1.01747e-05,4.57881e-07,-2.41446e-04,-1.96289e-04,-1.44602e-03,1.15033e-04,3.81273e-04,-7.58215e-05,1.10458e-05
1.40,0.90,2.89049e-05,-1.29344e-05,-2.40195e-07,-1.69543e-05,-8.03928e-06,3.61782e-07,-1.90772e-04,-1.52321e-04,-1.14253e-03,9.08904e-05,3.01253e-04,-6.45011e-05,1.00400e-05
1.40,1.00,2.34129e-05,-1.17057e-05,-1.69890e-07,-1.31889e-05,-6.51182e-06,2.93044e-07,-1.54525e-04,-1.21418e-04,-9.25451e-04,7.36212e-05,2.44015e-04,-5.54903e-05,9.13781e-06
1.40,1.10,1.93495e-05,-1.06289e-05,-1.22538e-07,-1.05499e-05,-5.38167e-06,2.42185e-07,-1.27707e-04,-9.89242e-05,-7.64836e-04,6.08440e-05,2.01665e-04,-4.82043e-05,8.33306e-06
1.40,1.20,1.62590e-05,-9.68230e-06,-8.97688e-08,-8.63959e-06,-4.52210e-06,2.03502e-07,-1.07309e-04,-8.20741e-05,-6.42675e-04,5.11259e-05,1.69455e-04,-4.22330e-05,7.61663e-06
1.40,1.30,1.38538e-05,-8.84758e-06,-6.65732e-08,-7.21783e-06,-3.85315e-06,1.73399e-07,-9.14351e-05,-6.91441e-05,-5.47604e-04,4.35629e-05,1.44387e-04,-3.72811e-05,6.97883e-06
1.40,1.40,1.19454e-05,-8.10903e-06,-4.98373e-08,-6.13374e-06,-3.32236e-06,1.49512e-07,-7.88395e-05,-5.90174e-05,-4.72169e-04,3.75619e-05,1.24497e-04,-3.31318e-05,6.41040e-06
1.40,1.50,1.04057e-05,-7.45340e-06,-3.75637e-08,-5.28933e-06,-2.89414e-06,1.30242e-07,-6.86779e-05,-5.09453e-05,-4.11312e-04,3.27205e-05,1.08451e-04,-2.96228e-05,5.90288e-06
1.40,1.60,9.14568e-06,-6.86946e-06,-2.84354e-08,-4.61907e-06,-2.54368e-06,1.14470e-07,-6.03615e-05,-4.44119e-05,-3.61504e-04,2.87583e-05,9.53183e-05,-2.66305e-05,5.44876e-06
1.40,1.70,8.10136e-06,-6.34768e-06,-2.15637e-08,-4.07800e-06,-2.25322e-06,1.01399e-07,-5.34690e-05,-3.90523e-05,-3.20225e-04,2.54745e-05,8.44342e-05,-2.40595e-05,5.04146e-06
1.40,1.80,7.22621e-06,-5.88000e-06,-1.63363e-08,-3.63460e-06,-2.00982e-06,9.04455e-08,-4.76930e-05,-3.46032e-05,-2.85633e-04,2.27226e-05,7.53132e-05,-2.18355e-05,4.67524e-06
1.40,1.90,6.48558e-06,-5.45953e-06,-1.23236e-08,-3.26628e-06,-1.80383e-06,8.11755e-08,-4.28048e-05,-3.08706e-05,-2.56358e-04,2.03937e-05,6.75941e-05,-1.98997e-05,4.34513e-06
1.40,2.00,5.85323e-06,-5.08041e-06,-9.21918e-09,-2.95660e-06,-1.62795e-06,7.32609e-08,-3.86313e-05,-2.77093e-05,-2.31363e-04,1.84053e-05,6.10037e-05,-1.82049e-05,4.04681e-06
1.40,2.10,5.30906e-06,-4.73762e-06,-6.80148e-09,-2.69335e-06,-1.47660e-06,6.64498e-08,-3.50398e-05,-2.50090e-05,-2.09853e-04,1.66942e-05,5.53322e-05,-1.67133e-05,3.77656e-06
1.40,2.20,4.83738e-06,-4.42683e-06,-4.90806e-09,-2.46734e-06,-1.34542e-06,6.05462e-08,-3.19267e-05,-2.26846e-05,-1.91209e-04,1.52110e-05,5.04163e-05,-1.53942e-05,3.53113e-06
1.40,2.30,4.42589e-06,-4.14434e-06,-3.41843e-09,-2.27157e-06,-1.23097e-06,5.53958e-08,-2.92108e-05,-2.06696e-05,-1.74944e-04,1.39171e-05,4.61276e-05,-1.42223e-05,3.30773e-06
1.40,2.40,4.06475e-06,-3.88693e-06,-2.24229e-09,-2.10060e-06,-1.13052e-06,5.08756e-08,-2.68273e-05,-1.89117e-05,-1.60669e-04,1.27815e-05,4.23637e-05,-1.31768e-05,3.10390e-06
1.40,2.50,3.74607e-06,-3.65182e-06,-1.31127e-09,-1.95020e-06,-1.04189e-06,4.68870e-08,-2.47241e-05,-1.73689e-05,-1.48072e-04,1.17794e-05,3.90424e-05,-1.22404e-05,2.91752e-06
1.40,2.60,3.46345e-06,-3.43660e-06,-5.73142e-10,-1.81701e-06,-9.63287e-07,4.33496e-08,-2.28588e-05,-1.60077e-05,-1.36901e-04,1.08907e-05,3.60969e-05,-1.13986e-05,2.74674e-06
1.40,2.70,3.21165e-06,-3.23914e-06,1.23099e-11,-1.69834e-06,-8.93253e-07,4.01980e-08,-2.11969e-05,-1.48006e-05,-1.26948e-04,1.00989e-05,3.34725e-05,-1.06394e-05,2.58991e-06
1.50,0.30,2.60144e-04,-2.22547e-05,-4.97541e-06,-2.39839e-04,-7.23535e-05,3.25604e-06,-1.71695e-03,-1.59471e-03,-1.02828e-02,8.18014e-04,2.71128e-03,-2.06621e-04,1.33244e-05
1.50,0.40,1.46331e-04,-2.00289e-05,-2.47805e-06,-1.23494e-04,-4.06989e-05,1.83152e-06,-9.65783e-04,-8.71521e-04,-5.78407e-03,4.60133e-04,1.52509e-03,-1.59097e-04,1.36400e-05
1.50,0.50,9.36517e-05,-1.80092e-05,-1.39976e-06,-7.27403e-05,-2.60473e-05,1.17217e-06,-6.18101e-04,-5.42962e-04,-3.70181e-03,2.94485e-04,9.76059e-04,-1.26650e-04,1.29765e-05
1.50,0.60,6.50359e-05,-1.62090e-05,-8.56809e-07,-4.68346e-05,-1.80884e-05,8.14010e-07,-4.29237e-04,-3.67890e-04,-2.57070e-03,2.04503e-04,6.77819e-04,-1.03279e-04,1.20409e-05
1.50,0.70,4.77815e-05,-1.46178e-05,-5.54647e-07,-3.21672e-05,-1.32894e-05,5.98048e-07,-3.15358e-04,-2.64332e-04,-1.88868e-03,1.50247e-04,4.97990e-04,-8.58068e-05,1.10629e-05
1.50,0.80,3.65827e-05,-1.32160e-05,-3.74171e-07,-2.32196e-05,-1.01747e-05,4.57881e-07,-2.41446e-04,-1.98364e-04,-1.44602e-03,1.15033e-04,3.81273e-04,-7.23761e-05,1.01262e-05
1.50,0.90,2.89049e-05,-1.19819e-05,-2.60528e-07,-1.74414e-05,-8.03928e-06,3.61782e-07,-1.90772e-04,-1.53939e-04,-1.14253e-03,9.08904e-05,3.01253e-04,-6.18218e-05,9.26068e-06
1.50,1.00,2.34129e-05,-1.08945e-05,-1.85967e-07,-1.35367e-05,-6.51182e-06,2.93044e-07,-1.54525e-04,-1.22697e-04,-9.25451e-04,7.36212e-05,2.44015e-04,-5.33766e-05,8.47413e-06
1.50,1.10,1.93495e-05,-9.93470e-06,-1.35410e-07,-1.07976e-05,-5.38167e-06,2.42185e-07,-1.27707e-04,-9.99482e-05,-7.64836e-04,6.08440e-05,2.01665e-04,-4.65158e-05,7.76512e-06
1.50,1.20,1.62590e-05,-9.08548e-06,-1.00190e-07,-8.81471e-06,-4.52210e-06,2.03502e-07,-1.07309e-04,-8.29030e-05,-6.42675e-04,5.11259e-05,1.69455e-04,-4.08688e-05,7.12832e-06
1.50,1.30,1.38538e-05,-8.33210e-06,-7.50949e-08,-7.33980e-06,-3.85315e-06,1.73399e-07,-9.14351e-05,-6.98220e-05,-5.47604e-04,4.35629e-05,1.44387e-04,-3.61678e-05,6.55708e-06
1.50,1.40,1.19454e-05,-7.66187e-06,-5.68690e-08,-6.21655e-06,-3.32236e-06,1.49512e-07,-7.88395e-05,-5.95767e-05,-4.72169e-04,3.75619e-05,1.24497e-04,-3.22150e-05,6.04453e-06
1.50,1.50,1.04057e-05,-7.06387e-06,-4.34139e-08,-5.34316e-06,-2.89414e-06,1.30242e-07,-6.86779e-05,-5.14107e-05,-4.11312e-04,3.27205e-05,1.08451e-04,-2.88615e-05,5.58417e-06
1.50,1.60,9.14568e-06,-6.52877e-06,-3.33394e-08,-4.65139e-06,-2.54368e-06,1.14470e-07,-6.03615e-05,-4.48020e-05,-3.61504e-04,2.87583e-05,9.53183e-05,-2.59935e-05,5.17002e-06
1.50,1.70,8.10136e-06,-6.04859e-06,-2.57031e-08,-4.09435e-06,-2.25322e-06,1.01399e-07,-5.34690e-05,-3.93816e-05,-3.20225e-04,2.54745e-05,8.44342e-05,-2.35228e-05,4.79675e-06
1.50,1.80,7.22621e-06,-5.61646e-06,-1.98526e-08,-3.63910e-06,-2.00982e-06,9.04455e-08,-4.76930e-05,-3.48829e-05,-2.85633e-04,2.27226e-05,7.53132e-05,-2.13804e-05,4.45962e-06
1.50,1.90,6.48558e-06,-5.22652e-06,-1.53284e-08,-3.26204e-06,-1.80383e-06,8.11755e-08,-4.28048e-05,-3.11096e-05,-2.56358e-04,2.03937e-05,6.75941e-05,-1.95114e-05,4.15448e-06
1.50,2.00,5.85323e-06,-4.87371e-06,-1.18011e-08,-2.94594e-06,-1.62795e-06,7.32609e-08,-3.86313e-05,-2.79147e-05,-2.31363e-04,1.84053e-05,6.10037e-05,-1.78718e-05,3.87769e-06
1.50,2.10,5.30906e-06,-4.55368e-06,-9.03140e-09,-2.67805e-06,-1.47660e-06,6.64498e-08,-3.50398e-05,-2.51864e-05,-2.09853e-04,1.66942e-05,5.53322e-05,-1.64261e-05,3.62606e-06
1.50,2.20,4.83738e-06,-4.26266e-06,-6.84324e-09,-2.44875e-06,-1.34542e-06,6.05462e-08,-3.19267e-05,-2.28385e-05,-1.91209e-04,1.52110e-05,5.04163e-05,-1.51453e-05,3.39681e-06
1.50,2.30,4.42589e-06,-3.99739e-06,-5.10540e-09,-2.25070e-06,-1.23097e-06,5.53958e-08,-2.92108e-05,-2.08038e-05,-1.74944e-04,1.39171e-05,4.61276e-05,-1.40056e-05,3.18750e-06
1.50,2.40,4.06475e-06,-3.75504e-06,-3.71911e-09,-2.07824e-06,-1.13052e-06,5.08756e-08,-2.68273e-05,-1.90291e-05,-1.60669e-04,1.27815e-05,4.23637e-05,-1.29874e-05,2.99599e-06
1.50,2.50,3.74607e-06,-3.53313e-06,-2.60925e-09,-1.92694e-06,-1.04189e-06,4.68870e-08,-2.47241e-05,-1.74722e-05,-1.48072e-04,1.17794e-05,3.90424e-05,-1.20742e-05,2.82042e-06
1.50,2.60,3.46345e-06,-3.32953e-06,-1.71823e-09,-1.79330e-06,-9.63287e-07,4.33496e-08,-2.28588e-05,-1.60988e-05,-1.36901e-04,1.08907e-05,3.60969e-05,-1.12522e-05,2.65913e-06
1.50,2.70,3.21165e-06,-3.14232e-06,-1.00147e-09,-1.67452e-06,-8.93253e-07,4.01980e-08,-2.11969e-05,-1.48813e-05,-1.26948e-04,1.00989e-05,3.34725e-05,-1.05099e-05,2.51069e-06
1.60,0.30,2.60144e-04,-1.99430e-05,-5.08707e-06,-2.43928e-04,-7.23535e-05,3.25604e-06,-1.71695e-03,-1.60359e-03,-1.02828e-02,8.18014e-04,2.71128e-03,-1.91666e-04,1.14330e-05
1.60,0.40,1.46331e-04,-1.80768e-05,-2.55562e-06,-1.26204e-04,-4.06989e-05,1.83152e-06,-9.65783e-04,-8.77691e-04,-5.78407e-03,4.60133e-04,1.52509e-03,-1.48735e-04,1.20429e-05
1.60,0.50,9.36517e-05,-1.63624e-05,-1.45577e-06,-7.45975e-05,-2.60473e-05,1.17217e-06,-6.18101e-04,-5.47417e-04,-3.70181e-03,2.94485e-04,9.76059e-04,-1.19189e-04,1.16291e-05
1.60,0.60,6.50359e-05,-1.48173e-05,-8.98403e-07,-4.81367e-05,-1.80884e-05,8.14010e-07,-4.29237e-04,-3.71198e-04,-2.57070e-03,2.04503e-04,6.77819e-04,-9.77514e-05,1.09022e-05
1.60,0.70,4.77815e-05,-1.34379e-05,-5.86237e-07,-3.30950e-05,-1.32894e-05,5.98048e-07,-3.15358e-04,-2.66845e-04,-1.88868e-03,1.50247e-04,4.97990e-04,-8.16193e-05,1.00976e-05
1.60,0.80,3.65827e-05,-1.22120e-05,-3.98607e-07,-2.38882e-05,-1.01747e-05,4.57881e-07,-2.41446e-04,-2.00308e-04,-1.44602e-03,1.15033e-04,3.81273e-04,-6.91444e-05,9.30481e-06
1.60,0.90,2.89049e-05,-1.11240e-05,-2.79728e-07,-1.79269e-05,-8.03928e-06,3.61782e-07,-1.90772e-04,-1.55466e-04,-1.14253e-03,9.08904e-05,3.01253e-04,-5.92883e-05,8.55881e-06
1.60,1.00,2.34129e-05,-1.01584e-05,-2.01258e-07,-1.38906e-05,-6.51182e-06,2.93044e-07,-1.54525e-04,-1.23913e-04,-9.25451e-04,7.36212e-05,2.44015e-04,-5.13633e-05,7.87185e-06
1.60,1.10,1.93495e-05,-9.30034e-06,-1.47733e-07,-1.10558e-05,-5.38167e-06,2.42185e-07,-1.27707e-04,-1.00928e-04,-7.64836e-04,6.08440e-05,2.01665e-04,-4.48966e-05,7.24609e-06
1.60,1.20,1.62590e-05,-8.53650e-06,-1.10228e-07,-9.00243e-06,-4.52210e-06,2.03502e-07,-1.07309e-04,-8.37015e-05,-6.42675e-04,5.11259e-05,1.69455e-04,-3.95526e-05,6.67916e-06
1.60,1.30,1.38538e-05,-7.85507e-06,-8.33485e-08,-7.47522e-06,-3.85315e-06,1.73399e-07,-9.14351e-05,-7.04786e-05,-5.47604e-04,4.35629e-05,1.44387e-04,-3.50878e-05,6.16678e-06
1.60,1.40,1.19454e-05,-7.24572e-06,-6.37144e-08,-6.31288e-06,-3.32236e-06,1.49512e-07,-7.88395e-05,-6.01213e-05,-4.72169e-04,3.75619e-05,1.24497e-04,-3.13210e-05,5.70405e-06
1.60,1.50,1.04057e-05,-6.69945e-06,-4.91358e-08,-5.41009e-06,-2.89414e-06,1.30242e-07,-6.86779e-05,-5.18659e-05,-4.11312e-04,3.27205e-05,1.08451e-04,-2.81155e-05,5.28600e-06
1.60,1.60,9.14568e-06,-6.20848e-06,-3.81567e-08,-4.69613e-06,-2.54368e-06,1.14470e-07,-6.03615e-05,-4.51852e-05,-3.61504e-04,2.87583e-05,9.53183e-05,-2.53666e-05,4.90796e-06
1.60,1.70,8.10136e-06,-5.76609e-06,-2.97857e-08,-4.12231e-06,-2.25322e-06,1.01399e-07,-5.34690e-05,-3.97063e-05,-3.20225e-04,2.54745e-05,8.44342e-05,-2.29924e-05,4.56561e-06
1.60,1.80,7.22621e-06,-5.36647e-06,-2.33338e-08,-3.65435e-06,-2.00982e-06,9.04455e-08,-4.76930e-05,-3.51598e-05,-2.85633e-04,2.27226e-05,7.53132e-05,-2.09289e-05,4.25508e-06
1.60,1.90,6.48558e-06,-5.00459e-06,-1.83136e-08,-3.26767e-06,-1.80383e-06,8.11755e-08,-4.28048e-05,-3.13470e-05,-2.56358e-04,2.03937e-05,6.75941e-05,-1.91248e-05,3.97290e-06
1.60,2.00,5.85323e-06,-4.67608e-06,-1.43745e-08,-2.94433e-06,-1.62795e-06,7.32609e-08,-3.86313e-05,-2.81194e-05,-2.31363e-04,1.84053e-05,6.10037e-05,-1.75391e-05,3.71599e-06
