m1,mut3,cG,cuG_33,cqu1_1133,cuu_3333,cqq1_3333,cqd1_3311,cqu8_3311,cqu8_1133,cHBox,cHB,cHG,cuH_33,cHq1_33
0.70,1.50,1.04057e-05,-1.09443e-05,4.52871e-09,-5.63888e-06,-2.89414e-06,1.30242e-07,-6.86779e-05,-4.75970e-05,-4.11312e-04,3.27205e-05,1.08451e-04,-3.50431e-05,8.75907e-06
0.70,1.60,9.14568e-06,-9.84485e-06,6.13592e-09,-5.03727e-06,-2.54368e-06,1.14470e-07,-6.03615e-05,-4.16618e-05,-3.61504e-04,2.87583e-05,9.53183e-05,-3.10733e-05,7.88317e-06
0.70,1.70,8.10136e-06,-8.89847e-06,7.07888e-09,-4.53351e-06,-2.25322e-06,1.01399e-07,-5.34690e-05,-3.67739e-05,-3.20225e-04,2.54745e-05,8.44342e-05,-2.77333e-05,7.12847e-06
0.70,1.80,7.22621e-06,-8.07865e-06,7.58419e-09,-4.10629e-06,-2.00982e-06,9.04455e-08,-4.76930e-05,-3.27003e-05,-2.85633e-04,2.27226e-05,7.53132e-05,-2.48980e-05,6.47414e-06
0.70,1.90,6.48558e-06,-7.36426e-06,7.80012e-09,-3.73999e-06,-1.80383e-06,8.11755e-08,-4.28048e-05,-2.92698e-05,-2.56358e-04,2.03937e-05,6.75941e-05,-2.24714e-05,5.90354e-06
0.70,2.00,5.85323e-06,-6.73832e-06,7.82503e-09,-3.42296e-06,-1.62795e-06,7.32609e-08,-3.86313e-05,-2.63535e-05,-2.31363e-04,1.84053e-05,6.10037e-05,-2.03794e-05,5.40328e-06
0.70,2.10,5.30906e-06,-6.18710e-06,7.72489e-09,-3.14631e-06,-1.47660e-06,6.64498e-08,-3.50398e-05,-2.38535e-05,-2.09853e-04,1.66942e-05,5.53322e-05,-1.85636e-05,4.96250e-06
0.70,2.20,4.83738e-06,-5.69937e-06,7.54437e-09,-2.90314e-06,-1.34542e-06,6.05462e-08,-3.19267e-05,-2.16940e-05,-1.91209e-04,1.52110e-05,5.04163e-05,-1.69778e-05,4.57230e-06
0.70,2.30,4.42589e-06,-5.26591e-06,7.31387e-09,-2.68803e-06,-1.23097e-06,5.53958e-08,-2.92108e-05,-1.98159e-05,-1.74944e-04,1.39171e-05,4.61276e-05,-1.55851e-05,4.22538e-06
0.70,2.40,4.06475e-06,-4.87910e-06,7.05413e-09,-2.49666e-06,-1.13052e-06,5.08756e-08,-2.68273e-05,-1.81722e-05,-1.60669e-04,1.27815e-05,4.23637e-05,-1.43555e-05,3.91568e-06
0.70,2.50,3.74607e-06,-4.53258e-06,6.77937e-09,-2.32552e-06,-1.04189e-06,4.68870e-08,-2.47241e-05,-1.67253e-05,-1.48072e-04,1.17794e-05,3.90424e-05,-1.32648e-05,3.63815e-06
0.70,2.60,3.46345e-06,-4.22103e-06,6.49923e-09,-2.17177e-06,-9.63287e-07,4.33496e-08,-2.28588e-05,-1.54451e-05,-1.36901e-04,1.08907e-05,3.60969e-05,-1.22929e-05,3.38855e-06
0.70,2.70,3.21165e-06,-3.93997e-06,6.22023e-09,-2.03306e-06,-8.93253e-07,4.01980e-08,-2.11969e-05,-1.43068e-05,-1.26948e-04,1.00989e-05,3.34725e-05,-1.14233e-05,3.16332e-06
0.80,0.30,2.60144e-04,-5.92691e-05,-3.59361e-06,-1.92547e-04,-7.23535e-05,3.25604e-06,-1.71695e-03,-1.48479e-03,-1.02828e-02,8.18014e-04,2.71128e-03,-3.91006e-04,4.36088e-05
0.80,0.40,1.46331e-04,-4.88480e-05,-1.59443e-06,-9.55532e-05,-4.06989e-05,1.83152e-06,-9.65783e-04,-8.01231e-04,-5.78407e-03,4.60133e-04,1.52509e-03,-2.76578e-04,3.72192e-05
0.80,0.50,9.36517e-05,-4.06336e-05,-8.05032e-07,-5.55629e-05,-2.60473e-05,1.17217e-06,-6.18101e-04,-4.95653e-04,-3.70181e-03,2.94485e-04,9.76059e-04,-2.05453e-04,3.14874e-05
0.80,0.60,6.50359e-05,-3.41460e-05,-4.40910e-07,-3.60100e-05,-1.80884e-05,8.14010e-07,-4.29237e-04,-3.34806e-04,-2.57070e-03,2.04503e-04,6.77819e-04,-1.58211e-04,2.67166e-05
0.80,0.70,4.77815e-05,-2.89829e-05,-2.54857e-07,-2.52517e-05,-1.32894e-05,5.98048e-07,-3.15358e-04,-2.40485e-04,-1.88868e-03,1.50247e-04,4.97990e-04,-1.25284e-04,2.28162e-05
0.80,0.80,3.65827e-05,-2.48339e-05,-1.52627e-07,-1.87847e-05,-1.01747e-05,4.57881e-07,-2.41446e-04,-1.80741e-04,-1.44602e-03,1.15033e-04,3.81273e-04,-1.01466e-04,1.96318e-05
0.80,0.90,2.89049e-05,-2.14659e-05,-9.33353e-08,-1.46176e-05,-8.03928e-06,3.61782e-07,-1.90772e-04,-1.40639e-04,-1.14253e-03,9.08904e-05,3.01253e-04,-8.37156e-05,1.70203e-05
0.80,1.00,2.34129e-05,-1.87043e-05,-5.74978e-08,-1.17775e-05,-6.51182e-06,2.93044e-07,-1.54525e-04,-1.12478e-04,-9.25451e-04,7.36212e-05,2.44015e-04,-7.01563e-05,1.48640e-05
0.80,1.10,1.93495e-05,-1.64183e-05,-3.51336e-08,-9.75080e-06,-5.38167e-06,2.42185e-07,-1.27707e-04,-9.19715e-05,-7.64836e-04,6.08440e-05,2.01665e-04,-5.95808e-05,1.30699e-05
0.80,1.20,1.62590e-05,-1.45090e-05,-2.08295e-08,-8.24847e-06,-4.52210e-06,2.03502e-07,-1.07309e-04,-7.65901e-05,-6.42675e-04,5.11259e-05,1.69455e-04,-5.11845e-05,1.15657e-05
0.80,1.30,1.38538e-05,-1.29008e-05,-1.15099e-08,-7.09893e-06,-3.85315e-06,1.73399e-07,-9.14351e-05,-6.47640e-05,-5.47604e-04,4.35629e-05,1.44387e-04,-4.44144e-05,1.02951e-05
0.80,1.40,1.19454e-05,-1.15357e-05,-5.35855e-09,-6.19568e-06,-3.32236e-06,1.49512e-07,-7.88395e-05,-5.54792e-05,-4.72169e-04,3.75619e-05,1.24497e-04,-3.88813e-05,9.21400e-06
0.80,1.50,1.04057e-05,-1.03685e-05,-1.26732e-09,-5.46991e-06,-2.89414e-06,1.30242e-07,-6.86779e-05,-4.80581e-05,-4.11312e-04,3.27205e-05,1.08451e-04,-3.43047e-05,8.28798e-06
0.80,1.60,9.14568e-06,-9.36396e-06,1.45865e-09,-4.87563e-06,-2.54368e-06,1.14470e-07,-6.03615e-05,-4.20339e-05,-3.61504e-04,2.87583e-05,9.53183e-05,-3.04787e-05,7.48972e-06
0.80,1.70,8.10136e-06,-8.49391e-06,3.26569e-09,-4.38115e-06,-2.25322e-06,1.01399e-07,-5.34690e-05,-3.70772e-05,-3.20225e-04,2.54745e-05,8.44342e-05,-2.72497e-05,6.79747e-06
0.80,1.80,7.22621e-06,-7.73602e-06,4.44639e-09,-3.96402e-06,-2.00982e-06,9.04455e-08,-4.76930e-05,-3.29500e-05,-2.85633e-04,2.27226e-05,7.53132e-05,-2.45008e-05,6.19380e-06
0.80,1.90,6.48558e-06,-7.07226e-06,5.19602e-09,-3.60797e-06,-1.80383e-06,8.11755e-08,-4.28048e-05,-2.94769e-05,-2.56358e-04,2.03937e-05,6.75941e-05,-2.21424e-05,5.66463e-06
0.80,2.00,5.85323e-06,-6.48804e-06,5.64690e-09,-3.30092e-06,-1.62795e-06,7.32609e-08,-3.86313e-05,-2.65268e-05,-2.31363e-04,1.84053e-05,6.10037e-05,-2.01047e-05,5.19850e-06
0.80,2.10,5.30906e-06,-5.97141e-06,5.88990e-09,-3.03377e-06,-1.47660e-06,6.64498e-08,-3.50398e-05,-2.39995e-05,-2.09853e-04,1.66942e-05,5.53322e-05,-1.83325e-05,4.78602e-06
0.80,2.20,4.83738e-06,-5.51255e-06,5.98813e-09,-2.79951e-06,-1.34542e-06,6.05462e-08,-3.19267e-05,-2.18178e-05,-1.91209e-04,1.52110e-05,5.04163e-05,-1.67822e-05,4.41945e-06
0.80,2.30,4.42589e-06,-5.10334e-06,5.98586e-09,-2.59266e-06,-1.23097e-06,5.53958e-08,-2.92108e-05,-1.99215e-05,-1.74944e-04,1.39171e-05,4.61276e-05,-1.54184e-05,4.09237e-06
0.80,2.40,4.06475e-06,-4.73700e-06,5.91437e-09,-2.40889e-06,-1.13052e-06,5.08756e-08,-2.68273e-05,-1.82628e-05,-1.60669e-04,1.27815e-05,4.23637e-05,-1.42127e-05,3.79941e-06
0.80,2.50,3.74607e-06,-4.40785e-06,5.79593e-09,-2.24474e-06,-1.04189e-06,4.68870e-08,-2.47241e-05,-1.68036e-05,-1.48072e-04,1.17794e-05,3.90424e-05,-1.31418e-05,3.53609e-06
0.80,2.60,3.46345e-06,-4.11112e-06,5.64642e-09,-2.09737e-06,-9.63287e-07,4.33496e-08,-2.28588e-05,-1.55129e-05,-1.36901e-04,1.08907e-05,3.60969e-05,-1.21864e-05,3.29862e-06
0.80,2.70,3.21165e-06,-3.84276e-06,5.47724e-09,-1.96450e-06,-8.93253e-07,4.01980e-08,-2.11969e-05,-1.43659e-05,-1.26948e-04,1.00989e-05,3.34725e-05,-1.13306e-05,3.08378e-06
0.90,0.30,2.60144e-04,-5.00256e-05,-3.88822e-06,-2.02057e-04,-7.23535e-05,3.25604e-06,-1.71695e-03,-1.50823e-03,-1.02828e-02,8.18014e-04,2.71128e-03,-3.51806e-04,3.60460e-05
0.90,0.40,1.46331e-04,-4.20169e-05,-1.77183e-06,-1.00655e-04,-4.06989e-05,1.83152e-06,-9.65783e-04,-8.15343e-04,-5.78407e-03,4.60133e-04,1.52509e-03,-2.53079e-04,3.16302e-05
0.90,0.50,9.36517e-05,-3.55195e-05,-9.18335e-07,-5.83957e-05,-2.60473e-05,1.17217e-06,-6.18101e-04,-5.04666e-04,-3.70181e-03,2.94485e-04,9.76059e-04,-1.90507e-04,2.73032e-05
0.90,0.60,6.50359e-05,-3.02626e-05,-5.16574e-07,-3.76022e-05,-1.80884e-05,8.14010e-07,-4.29237e-04,-3.40825e-04,-2.57070e-03,2.04503e-04,6.77819e-04,-1.48268e-04,2.35393e-05
0.90,0.70,4.77815e-05,-2.59923e-05,-3.07217e-07,-2.61373e-05,-1.32894e-05,5.98048e-07,-3.15358e-04,-2.44650e-04,-1.88868e-03,1.50247e-04,4.97990e-04,-1.18429e-04,2.03693e-05
0.90,0.80,3.65827e-05,-2.25001e-05,-1.89940e-07,-1.92563e-05,-1.01747e-05,4.57881e-07,-2.41446e-04,-1.83709e-04,-1.44602e-03,1.15033e-04,3.81273e-04,-9.65981e-05,1.77223e-05
0.90,0.90,2.89049e-05,-1.96219e-05,-1.20594e-07,-1.48422e-05,-8.03928e-06,3.61782e-07,-1.90772e-04,-1.42808e-04,-1.14253e-03,9.08904e-05,3.01253e-04,-8.01709e-05,1.55116e-05
0.90,1.00,2.34129e-05,-1.72305e-05,-7.78404e-08,-1.18538e-05,-6.51182e-06,2.93044e-07,-1.54525e-04,-1.14096e-04,-9.25451e-04,7.36212e-05,2.44015e-04,-6.75190e-05,1.36581e-05
0.90,1.10,1.93495e-05,-1.52279e-05,-5.05992e-08,-9.73810e-06,-5.38167e-06,2.42185e-07,-1.27707e-04,-9.32017e-05,-7.64836e-04,6.08440e-05,2.01665e-04,-5.75816e-05,1.20959e-05
0.90,1.20,1.62590e-05,-1.35381e-05,-3.27808e-08,-8.18326e-06,-4.52210e-06,2.03502e-07,-1.07309e-04,-7.75408e-05,-6.42675e-04,5.11259e-05,1.69455e-04,-4.96438e-05,1.07714e-05
0.90,1.30,1.38538e-05,-1.21018e-05,-2.08802e-08,-7.00392e-06,-3.85315e-06,1.73399e-07,-9.14351e-05,-6.55094e-05,-5.47604e-04,4.35629e-05,1.44387e-04,-4.32096e-05,9.64139e-06
0.90,1.40,1.19454e-05,-1.08727e-05,-1.28010e-08,-6.08509e-06,-3.32236e-06,1.49512e-07,-7.88395e-05,-5.60713e-05,-4.72169e-04,3.75619e-05,1.24497e-04,-3.79267e-05,8.67161e-06
0.90,1.50,1.04057e-05,-9.81426e-06,-7.24793e-09,-5.35266e-06,-2.89414e-06,1.30242e-07,-6.86779e-05,-4.85338e-05,-4.11312e-04,3.27205e-05,1.08451e-04,-3.35394e-05,7.83449e-06
0.90,1.60,9.14568e-06,-8.89724e-06,-3.39819e-09,-4.75729e-06,-2.54368e-06,1.14470e-07,-6.03615e-05,-4.24202e-05,-3.61504e-04,2.87583e-05,9.53183e-05,-2.98586e-05,7.10786e-06
0.90,1.70,8.10136e-06,-8.09833e-06,-7.16557e-10,-4.26513e-06,-2.25322e-06,1.01399e-07,-5.34690e-05,-3.73940e-05,-3.20225e-04,2.54745e-05,8.44342e-05,-2.67423e-05,6.47381e-06
0.90,1.80,7.22621e-06,-7.39868e-06,1.15251e-09,-3.85235e-06,-2.00982e-06,9.04455e-08,-4.76930e-05,-3.32120e-05,-2.85633e-04,2.27226e-05,7.53132e-05,-2.40820e-05,5.91780e-06
0.90,1.90,6.48558e-06,-6.78296e-06,2.44953e-09,-3.50176e-06,-1.80383e-06,8.11755e-08,-4.28048e-05,-2.96954e-05,-2.56358e-04,2.03937e-05,6.75941e-05,-2.17939e-05,5.42793e-06
0.90,2.00,5.85323e-06,-6.23860e-06,3.33983e-09,-3.20074e-06,-1.62795e-06,7.32609e-08,-3.86313e-05,-2.67103e-05,-2.31363e-04,1.84053e-05,6.10037e-05,-1.98124e-05,4.99442e-06
0.90,2.10,5.30906e-06,-5.75527e-06,3.93865e-09,-2.93979e-06,-1.47660e-06,6.64498e-08,-3.50398e-05,-2.41547e-05,-2.09853e-04,1.66942e-05,5.53322e-05,-1.80858e-05,4.60919e-06
0.90,2.20,4.83738e-06,-5.32440e-06,4.32735e-09,-2.71168e-06,-1.34542e-06,6.05462e-08,-3.19267e-05,-2.19500e-05,-1.91209e-04,1.52110e-05,5.04163e-05,-1.65725e-05,4.26551e-06
0.90,2.30,4.42589e-06,-4.93883e-06,4.56398e-09,-2.51079e-06,-1.23097e-06,5.53958e-08,-2.92108e-05,-2.00346e-05,-1.74944e-04,1.39171e-05,4.61276e-05,-1.52392e-05,3.95777e-06
0.90,2.40,4.06475e-06,-4.59257e-06,4.69034e-09,-2.33270e-06,-1.13052e-06,5.08756e-08,-2.68273e-05,-1.83602e-05,-1.60669e-04,1.27815e-05,4.23637e-05,-1.40587e-05,3.68124e-06
0.90,2.50,3.74607e-06,-4.28056e-06,4.73682e-09,-2.17389e-06,-1.04189e-06,4.68870e-08,-2.47241e-05,-1.68878e-05,-1.48072e-04,1.17794e-05,3.90424e-05,-1.30087e-05,3.43195e-06
0.90,2.60,3.46345e-06,-3.99852e-06,4.72562e-09,-2.03154e-06,-9.63287e-07,4.33496e-08,-2.28588e-05,-1.55862e-05,-1.36901e-04,1.08907e-05,3.60969e-05,-1.20708e-05,3.20649e-06
0.90,2.70,3.21165e-06,-3.74281e-06,4.67308e-09,-1.90332e-06,-8.93253e-07,4.01980e-08,-2.11969e-05,-1.44299e-05,-1.26948e-04,1.00989e-05,3.34725e-05,-1.12298e-05,3.00200e-06
1.00,0.30,2.60144e-04,-4.27311e-05,-4.13979e-06,-2.10444e-04,-7.23535e-05,3.25604e-06,-1.71695e-03,-1.52824e-03,-1.02828e-02,8.18014e-04,2.71128e-03,-3.18283e-04,3.00778e-05
1.00,0.40,1.46331e-04,-3.64703e-05,-1.92782e-06,-1.05378e-04,-4.06989e-05,1.83152e-06,-9.65783e-04,-8.27751e-04,-5.78407e-03,4.60133e-04,1.52509e-03,-2.32377e-04,2.70921e-05
1.00,0.50,9.36517e-05,-3.12627e-05,-1.02043e-06,-6.11540e-05,-2.60473e-05,1.17217e-06,-6.18101e-04,-5.12788e-04,-3.70181e-03,2.94485e-04,9.76059e-04,-1.77010e-04,2.38203e-05
1.00,0.60,6.50359e-05,-2.69592e-05,-5.86187e-07,-3.92434e-05,-1.80884e-05,8.14010e-07,-4.29237e-04,-3.46362e-04,-2.57070e-03,2.04503e-04,6.77819e-04,-1.39099e-04,2.08365e-05
1.00,0.70,4.77815e-05,-2.33995e-05,-3.56254e-07,-2.71171e-05,-1.32894e-05,5.98048e-07,-3.15358e-04,-2.48551e-04,-1.88868e-03,1.50247e-04,4.97990e-04,-1.11992e-04,1.82480e-05
1.00,0.80,3.65827e-05,-2.04423e-05,-2.25427e-07,-1.98332e-05,-1.01747e-05,4.57881e-07,-2.41446e-04,-1.86532e-04,-1.44602e-03,1.15033e-04,3.81273e-04,-9.19548e-05,1.60387e-05
1.00,0.90,2.89049e-05,-1.79715e-05,-1.46869e-07,-1.51686e-05,-8.03928e-06,3.61782e-07,-1.90772e-04,-1.44898e-04,-1.14253e-03,9.08904e-05,3.01253e-04,-7.67434e-05,1.41612e-05
1.00,1.00,2.34129e-05,-1.58937e-05,-9.76812e-08,-1.20222e-05,-6.51182e-06,2.93044e-07,-1.54525e-04,-1.15674e-04,-9.25451e-04,7.36212e-05,2.44015e-04,-6.49384e-05,1.25644e-05
1.00,1.10,1.93495e-05,-1.41351e-05,-6.58409e-08,-9.80635e-06,-5.38167e-06,2.42185e-07,-1.27707e-04,-9.44142e-05,-7.64836e-04,6.08440e-05,2.01665e-04,-5.56047e-05,1.12018e-05
1.00,1.20,1.62590e-05,-1.26370e-05,-4.46685e-08,-8.18803e-06,-4.52210e-06,2.03502e-07,-1.07309e-04,-7.84865e-05,-6.42675e-04,5.11259e-05,1.69455e-04,-4.81059e-05,1.00341e-05
1.00,1.30,1.38538e-05,-1.13530e-05,-3.02779e-08,-6.96888e-06,-3.85315e-06,1.73399e-07,-9.14351e-05,-6.62569e-05,-5.47604e-04,4.35629e-05,1.44387e-04,-4.19969e-05,9.02869e-06
1.00,1.40,1.19454e-05,-1.02458e-05,-2.03207e-08,-6.02566e-06,-3.32236e-06,1.49512e-07,-7.88395e-05,-5.66694e-05,-4.72169e-04,3.75619e-05,1.24497e-04,-3.69586e-05,8.15864e-06
1.00,1.50,1.04057e-05,-9.28573e-06,-1.33309e-08,-5.27900e-06,-2.89414e-06,1.30242e-07,-6.86779e-05,-4.90177e-05,-4.11312e-04,3.27205e-05,1.08451e-04,-3.27581e-05,7.40205e-06
1.00,1.60,9.14568e-06,-8.44883e-06,-8.36799e-09,-4.67608e-06,-2.54368e-06,1.14470e-07,-6.03615e-05,-4.28156e-05,-3.61504e-04,2.87583e-05,9.53183e-05,-2.92216e-05,6.74098e-06
1.00,1.70,8.10136e-06,-7.71563e-06,-4.81373e-09,-4.18076e-06,-2.25322e-06,1.01399e-07,-5.34690e-05,-3.77199e-05,-3.20225e-04,2.54745e-05,8.44342e-05,-2.62182e-05,6.16069e-06
1.00,1.80,7.22621e-06,-7.07023e-06,-2.25332e-09,-3.76770e-06,-2.00982e-06,9.04455e-08,-4.76930e-05,-3.34829e-05,-2.85633e-04,2.27226e-05,7.53132e-05,-2.36472e-05,5.64906e-06
1.00,1.90,6.48558e-06,-6.49959e-06,-4.03212e-10,-3.41869e-06,-1.80383e-06,8.11755e-08,-4.28048e-05,-2.99223e-05,-2.56358e-04,2.03937e-05,6.75941e-05,-2.14304e-05,5.19608e-06
1.00,2.00,5.85323e-06,-5.99293e-06,9.33534e-10,-3.12039e-06,-1.62795e-06,7.32609e-08,-3.86313e-05,-2.69017e-05,-2.31363e-04,1.84053e-05,6.10037e-05,-1.95064e-05,4.79342e-06
1.00,2.10,5.30906e-06,-5.54131e-06,1.89573e-09,-2.86287e-06,-1.47660e-06,6.64498e-08,-3.50398e-05,-2.43172e-05,-2.09853e-04,1.66942e-05,5.53322e-05,-1.78264e-05,4.43413e-06
1.00,2.20,4.83738e-06,-5.13725e-06,2.58244e-09,-2.63855e-06,-1.34542e-06,6.05462e-08,-3.19267e-05,-2.20888e-05,-1.91209e-04,1.52110e-05,5.04163e-05,-1.63513e-05,4.11239e-06
1.00,2.30,4.42589e-06,-4.77447e-06,3.06524e-09,-2.44161e-06,-1.23097e-06,5.53958e-08,-2.92108e-05,-2.01539e-05,-1.74944e-04,1.39171e-05,4.61276e-05,-1.50495e-05,3.82329e-06
1.00,2.40,4.06475e-06,-4.44766e-06,3.39629e-09,-2.26749e-06,-1.13052e-06,5.08756e-08,-2.68273e-05,-1.84631e-05,-1.60669e-04,1.27815e-05,4.23637e-05,-1.38951e-05,3.56268e-06
1.00,2.50,3.74607e-06,-4.15235e-06,3.61402e-09,-2.11258e-06,-1.04189e-06,4.68870e-08,-2.47241e-05,-1.69771e-05,-1.48072e-04,1.17794e-05,3.90424e-05,-1.28670e-05,3.32704e-06
1.00,2.60,3.46345e-06,-3.88469e-06,3.74693e-09,-1.97399e-06,-9.63287e-07,4.33496e-08,-2.28588e-05,-1.56640e-05,-1.36901e-04,1.08907e-05,3.60969e-05,-1.19475e-05,3.11336e-06
1.00,2.70,3.21165e-06,-3.64142e-06,3.81634e-09,-1.84937e-06,-8.93253e-07,4.01980e-08,-2.11969e-05,-1.44980e-05,-1.26948e-04,1.00989e-05,3.34725e-05,-1.11220e-05,2.91905e-06
1.10,0.30,2.60144e-04,-3.68857e-05,-4.35610e-06,-2.17836e-04,-7.23535e-05,3.25604e-06,-1.71695e-03,-1.54545e-03,-1.02828e-02,8.18014e-04,2.71128e-03,-2.89424e-04,2.52951e-05
1.10,0.40,1.46331e-04,-3.19166e-05,-2.06538e-06,-1.09708e-04,-4.06989e-05,1.83152e-06,-9.65783e-04,-8.38694e-04,-5.78407e-03,4.60133e-04,1.52509e-03,-2.14093e-04,2.33663e-05
1.10,0.50,9.36517e-05,-2.76924e-05,-1.11242e-06,-6.37847e-05,-2.60473e-05,1.17217e-06,-6.18101e-04,-5.20105e-04,-3.70181e-03,2.94485e-04,9.76059e-04,-1.64827e-04,2.08992e-05
1.10,0.60,6.50359e-05,-2.41359e-05,-6.50070e-07,-4.08767e-05,-1.80884e-05,8.14010e-07,-4.29237e-04,-3.51444e-04,-2.57070e-03,2.04503e-04,6.77819e-04,-1.30667e-04,1.85265e-05
1.10,0.70,4.77815e-05,-2.11460e-05,-4.01976e-07,-2.81413e-05,-1.32894e-05,5.98048e-07,-3.15358e-04,-2.52188e-04,-1.88868e-03,1.50247e-04,4.97990e-04,-1.05976e-04,1.64042e-05
1.10,0.80,3.65827e-05,-1.86269e-05,-2.58978e-07,-2.04745e-05,-1.01747e-05,4.57881e-07,-2.41446e-04,-1.89201e-04,-1.44602e-03,1.15033e-04,3.81273e-04,-8.75540e-05,1.45534e-05
1.10,0.90,2.89049e-05,-1.64958e-05,-1.72015e-07,-1.55640e-05,-8.03928e-06,3.61782e-07,-1.90772e-04,-1.46898e-04,-1.14253e-03,9.08904e-05,3.01253e-04,-7.34547e-05,1.29539e-05
1.10,1.00,2.34129e-05,-1.46839e-05,-1.16875e-07,-1.22572e-05,-6.51182e-06,2.93044e-07,-1.54525e-04,-1.17201e-04,-9.25451e-04,7.36212e-05,2.44015e-04,-6.24350e-05,1.15746e-05
1.10,1.10,1.93495e-05,-1.31353e-05,-8.07282e-08,-9.93569e-06,-5.38167e-06,2.42185e-07,-1.27707e-04,-9.55984e-05,-7.64836e-04,6.08440e-05,2.01665e-04,-5.36681e-05,1.03838e-05
1.10,1.20,1.62590e-05,-1.18045e-05,-5.63797e-08,-8.24735e-06,-4.52210e-06,2.03502e-07,-1.07309e-04,-7.94181e-05,-6.42675e-04,5.11259e-05,1.69455e-04,-4.65863e-05,9.35296e-06
1.10,1.30,1.38538e-05,-1.06548e-05,-3.96077e-08,-6.98182e-06,-3.85315e-06,1.73399e-07,-9.14351e-05,-6.69991e-05,-5.47604e-04,4.35629e-05,1.44387e-04,-4.07892e-05,8.45744e-06
1.10,1.40,1.19454e-05,-9.65637e-06,-2.78381e-08,-6.00810e-06,-3.32236e-06,1.49512e-07,-7.88395e-05,-5.72674e-05,-4.72169e-04,3.75619e-05,1.24497e-04,-3.59878e-05,7.67640e-06
1.10,1.50,1.04057e-05,-8.78508e-06,-1.94505e-08,-5.24168e-06,-2.89414e-06,1.30242e-07,-6.86779e-05,-4.95045e-05,-4.11312e-04,3.27205e-05,1.08451e-04,-3.19695e-05,6.99243e-06
1.10,1.60,9.14568e-06,-8.02110e-06,-1.33963e-08,-4.62634e-06,-2.54368e-06,1.14470e-07,-6.03615e-05,-4.32156e-05,-3.61504e-04,2.87583e-05,9.53183e-05,-2.85750e-05,6.39101e-06
1.10,1.70,8.10136e-06,-7.34820e-06,-8.98080e-09,-4.12363e-06,-2.25322e-06,1.01399e-07,-5.34690e-05,-3.80514e-05,-3.20225e-04,2.54745e-05,8.44342e-05,-2.56834e-05,5.86006e-06
1.10,1.80,7.22621e-06,-6.75299e-06,-5.73376e-09,-3.70663e-06,-2.00982e-06,9.04455e-08,-4.76930e-05,-3.37598e-05,-2.85633e-04,2.27226e-05,7.53132e-05,-2.32014e-05,5.38951e-06
1.10,1.90,6.48558e-06,-6.22438e-06,-3.33119e-09,-3.35605e-06,-1.80383e-06,8.11755e-08,-4.28048e-05,-3.01552e-05,-2.56358e-04,2.03937e-05,6.75941e-05,-2.10560e-05,4.97091e-06
1.10,2.00,5.85323e-06,-5.75310e-06,-1.54614e-09,-3.05778e-06,-1.62795e-06,7.32609e-08,-3.86313e-05,-2.70989e-05,-2.31363e-04,1.84053e-05,6.10037e-05,-1.91899e-05,4.59719e-06
1.10,2.10,5.30906e-06,-5.33143e-06,-2.17283e-10,-2.80135e-06,-1.47660e-06,6.64498e-08,-3.50398e-05,-2.44853e-05,-2.09853e-04,1.66942e-05,5.53322e-05,-1.75572e-05,4.26240e-06
1.10,2.20,4.83738e-06,-4.95284e-06,7.71516e-10,-2.57883e-06,-1.34542e-06,6.05462e-08,-3.19267e-05,-2.22328e-05,-1.91209e-04,1.52110e-05,5.04163e-05,-1.61210e-05,3.96150e-06
1.10,2.30,4.42589e-06,-4.61182e-06,1.50487e-09,-2.38413e-06,-1.23097e-06,5.53958e-08,-2.92108e-05,-2.02780e-05,-1.74944e-04,1.39171e-05,4.61276e-05,-1.48514e-05,3.69021e-06
1.10,2.40,4.06475e-06,-4.30370e-06,2.04509e-09,-2.21251e-06,-1.13052e-06,5.08756e-08,-2.68273e-05,-1.85706e-05,-1.60669e-04,1.27815e-05,4.23637e-05,-1.37238e-05,3.44490e-06
1.10,2.50,3.74607e-06,-4.02449e-06,2.43845e-09,-2.06023e-06,-1.04189e-06,4.68870e-08,-2.47241e-05,-1.70706e-05,-1.48072e-04,1.17794e-05,3.90424e-05,-1.27181e-05,3.22243e-06
1.10,2.60,3.46345e-06,-3.77077e-06,2.71966e-09,-1.92430e-06,-9.63287e-07,4.33496e-08,-2.28588e-05,-1.57458e-05,-1.36901e-04,1.08907e-05,3.60969e-05,-1.18176e-05,3.02015e-06
1.10,2.70,3.21165e-06,-3.53962e-06,2.91494e-09,-1.80232e-06,-8.93253e-07,4.01980e-08,-2.11969e-05,-1.45697e-05,-1.26948e-04,1.00989e-05,3.34725e-05,-1.10082e-05,2.83575e-06
1.20,0.30,2.60144e-04,-3.21366e-05,-4.54333e-06,-2.24362e-04,-7.23535e-05,3.25604e-06,-1.71695e-03,-1.56034e-03,-1.02828e-02,8.18014e-04,2.71128e-03,-2.64418e-04,2.14095e-05
1.20,0.40,1.46331e-04,-2.81394e-05,-2.18712e-06,-1.13657e-04,-4.06989e-05,1.83152e-06,-9.65783e-04,-8.48378e-04,-5.78407e-03,4.60133e-04,1.52509e-03,-1.97891e-04,2.02759e-05
1.20,0.50,9.36517e-05,-2.46755e-05,-1.19539e-06,-6.62630e-05,-2.60473e-05,1.17217e-06,-6.18101e-04,-5.26705e-04,-3.70181e-03,2.94485e-04,9.76059e-04,-1.53822e-04,1.84308e-05
